"id","name","pokemonBase","tipo1","tipo2","ps","ataque","defensa","ataqueEsp","defensaEsp","velocidad","sprite","slug"
"mega-delphox","Mega-Delphox","Delphox","Fuego","Psíquico","75","69","72","159","125","134","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Delphox"
"mega-dragalge","Mega-Dragalge","Dragalge","Veneno","Dragón","65","85","105","132","163","44","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Dragalge"
"mega-dragonite","Mega-Dragonite","Dragonite","Dragón","Volador","91","124","115","145","125","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Dragonite"
"mega-drampa","Mega-Drampa","Drampa","Normal","Dragón","78","85","110","160","116","36","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Drampa"
"mega-eelektross","Mega-Eelektross","Eelektross","Eléctrico",,"85","145","80","135","90","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Eelektross"
"mega-emboar","Mega-Emboar","Emboar","Fuego","Lucha","110","148","75","110","110","75","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Emboar"
"mega-excadrill","Mega-Excadrill","Excadrill","Tierra","Acero","110","165","100","65","65","103","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Excadrill"
"mega-falinks","Mega-Falinks","Falinks","Lucha",,"65","135","135","70","65","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Falinks"
"mega-feraligatr","Mega-Feraligatr","Feraligatr","Agua","Dragón","85","160","125","89","93","78","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Feraligatr"
"mega-floette","Mega-Floette","Floette","Hada",,"74","85","87","155","148","102","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20190423164648/Floette_roja.png/200px-Floette_roja.png","Floette"
"mega-froslass","Mega-Froslass","Froslass","Hielo","Fantasma","70","80","70","140","100","120","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Froslass"
"mega-garchomp","Mega-Garchomp","Garchomp","Dragón","Tierra","108","170","115","120","95","92","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Garchomp"
"mega-garchomp-z","Mega-Garchomp Z","Garchomp","Dragón",,"108","130","85","141","85","151","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20151006162718/Garchomp.png/200px-Garchomp.png","Garchomp"
"mega-gardevoir","Mega-Gardevoir","Gardevoir","Psíquico","Hada","68","85","65","165","135","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gardevoir"
"mega-gengar","Mega-Gengar","Gengar","Fantasma","Veneno","60","65","80","170","95","130","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gengar"
"mega-glalie","Mega-Glalie","Glalie","Hielo",,"80","120","80","120","80","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Glalie"
"mega-greninja","Mega-Greninja","Greninja","Agua","Siniestro","72","125","77","133","81","142","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/90/latest/20200305050012/Greninja.png/200px-Greninja.png","Greninja"
"mega-gyarados","Mega-Gyarados","Gyarados","Agua","Siniestro","95","155","109","70","130","81","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gyarados"
"mega-hawlucha","Mega-Hawlucha","Hawlucha","Lucha","Volador","78","137","100","74","93","118","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Hawlucha"
"mega-houndoom","Mega-Houndoom","Houndoom","Siniestro","Fuego","75","90","90","140","90","115","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Houndoom"
"mega-kangaskhan","Mega-Kangaskhan","Kangaskhan","Normal",,"105","125","100","60","100","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Kangaskhan"
"mega-lucario","Mega-Lucario","Lucario","Lucha","Acero","70","145","88","140","70","112","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Lucario"
"mega-lucario-z","Mega-Lucario Z","Lucario","Lucha","Acero","70","100","70","164","70","151","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d0/latest/20150621180604/Lucario.png/200px-Lucario.png","Lucario"
"mega-malamar","Mega-Malamar","Malamar","Psíquico","Siniestro","86","102","88","98","120","88","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Malamar"
"mega-mawile","Mega-Mawile","Mawile","Acero","Hada","50","105","125","55","95","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Mawile"
"mega-meganium","Mega-Meganium","Meganium","Planta","Hada","80","92","115","143","115","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Meganium"
"mega-metagross","Mega-Metagross","Metagross","Psíquico","Acero","80","145","150","105","110","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Metagross"
"mega-mewtwo-x","Mega-Mewtwo X","Mewtwo","Psíquico","Lucha","106","190","100","154","100","130","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c6/latest/20251020084932/Tipo_el%C3%A9ctrico_LPZA.png/80px-Tipo_el%C3%A9ctrico_LPZA.png","Mewtwo"
"mega-mewtwo-y","Mega-Mewtwo Y","Mewtwo","Psíquico",,"106","150","70","194","120","140","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d3/latest/20190408034831/Mewtwo.png/200px-Mewtwo.png","Mewtwo"
"mega-pidgeot","Mega-Pidgeot","Pidgeot","Normal","Volador","83","80","80","135","80","121","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a9/latest/20141214190416/Pidgeot.png/200px-Pidgeot.png","Pidgeot"
"mega-pyroar","Mega-Pyroar","Pyroar","Normal","Fuego","86","88","92","129","86","126","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Pyroar"
"mega-raichu-x","Mega-Raichu X","Raichu","Eléctrico",,"60","135","95","90","95","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/34/latest/20250127090512/Raichu.png/200px-Raichu.png","Raichu"
"mega-raichu-y","Mega-Raichu Y","Raichu","Eléctrico",,"60","100","55","160","80","130","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/34/latest/20250127090512/Raichu.png/200px-Raichu.png","Raichu"
"mega-salamence","Mega-Salamence","Salamence","Dragón","Volador","95","145","130","120","90","120","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Salamence"
"mega-sceptile","Mega-Sceptile","Sceptile","Planta","Dragón","70","110","75","145","85","145","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sceptile"
"mega-scolipede","Mega-Scolipede","Scolipede","Veneno","Bicho","60","140","149","75","99","62","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20230708030620/Scolipede.png/200px-Scolipede.png","Scolipede"
"mega-scrafty","Mega-Scrafty","Scrafty","Lucha","Siniestro","65","130","135","55","135","68","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Scrafty"
"mega-skarmory","Mega-Skarmory","Skarmory","Acero","Volador","65","140","110","40","100","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Skarmory"
"mega-staraptor","Mega-Staraptor","Staraptor","Lucha","Volador","85","140","100","60","90","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1f/latest/20200307023121/Staraptor.png/200px-Staraptor.png","Staraptor"
"mega-starmie","Mega-Starmie","Starmie","Agua","Psíquico","60","100","105","130","105","120","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Starmie"
"mega-swampert","Mega-Swampert","Swampert","Agua","Tierra","100","150","110","95","110","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Swampert"
"mega-tyranitar","Mega-Tyranitar","Tyranitar","Roca","Siniestro","100","164","150","95","120","71","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Tyranitar"
"mega-venusaur","Mega-Venusaur","Venusaur","Planta","Veneno","80","100","123","122","120","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Venusaur"
"mega-victreebel","Mega-Victreebel","Victreebel","Planta","Veneno","80","125","85","135","95","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/55/latest/20230807041157/Victreebel.png/200px-Victreebel.png","Victreebel"
"mega-zygarde","Mega-Zygarde","Zygarde","Dragón","Tierra","216","70","91","216","85","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/87/latest/20160701145405/Zygarde_al_50%25.png/200px-Zygarde_al_50%25.png","Zygarde"
"meganium","Meganium","Meganium","Planta",,"80","82","100","83","100","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Meganium"
"melenaleteo","Melenaleteo","Melenaleteo","Fantasma","Hada","55","55","55","135","135","135","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20221208180633/Tipo_hada_EP.png/90px-Tipo_hada_EP.png","Melenaleteo"
"melmetal","Melmetal","Melmetal","Acero",,"135","143","143","80","65","34","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Melmetal"
"meltan","Meltan","Meltan","Acero",,"46","65","65","55","35","34","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Meltan"
"meowscarada","Meowscarada","Meowscarada","Planta","Siniestro","76","110","70","81","70","123","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Meowscarada"
"meowstic","Meowstic","Meowstic","Psíquico",,"74","48","76","83","81","104","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Meowstic"
"Mega-Meowstic","Mega-Meowstic","Meowstic","Psíquico",,"74","48","76","143","101","124","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Meowstic"
"meowth","Meowth","Meowth","Normal",,"40","45","35","40","40","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Meowth"
"meowth-de-alola","Meowth de Alola","Meowth","Siniestro",,"40","35","35","50","40","90","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Meowth_de_Alola"
"meowth-de-galar","Meowth de Galar","Meowth","Acero",,"50","65","55","40","40","40","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Meowth_de_Galar"
"mesprit","Mesprit","Mesprit","Psíquico",,"80","105","105","105","105","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Mesprit"
"metagross","Metagross","Metagross","Acero","Psíquico","80","135","130","95","90","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Metagross"
"metang","Metang","Metang","Acero","Psíquico","60","75","100","55","80","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20251020084900/Tipo_roca_LPZA.png/80px-Tipo_roca_LPZA.png","Metang"
"metapod","Metapod","Metapod","Bicho",,"50","20","55","25","25","30","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Metapod"
"mew","Mew","Mew","Psíquico",,"100","100","100","100","100","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fa/latest/20161129024136/Mewstal_Z_%28Dream_World%29.png/32px-Mewstal_Z_%28Dream_World%29.png","Mew"
"mewtwo","Mewtwo","Mewtwo","Psíquico",,"106","110","90","154","90","130","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c6/latest/20251020084932/Tipo_el%C3%A9ctrico_LPZA.png/80px-Tipo_el%C3%A9ctrico_LPZA.png","Mewtwo"
"mienfoo","Mienfoo","Mienfoo","Lucha",,"45","85","50","55","50","65","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Mienfoo"
"mienshao","Mienshao","Mienshao","Lucha",,"65","125","60","95","60","105","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Mienshao"
"mightyena","Mightyena","Mightyena","Siniestro",,"70","90","70","60","60","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Mightyena"
"milcery","Milcery","Milcery","Hada",,"45","40","40","50","61","34","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Milcery"
"milotic","Milotic","Milotic","Agua",,"95","60","79","100","125","81","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Milotic"
"miltank","Miltank","Miltank","Normal",,"95","80","105","40","70","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20251020124236/Tipo_pelea_LPZA.png/80px-Tipo_pelea_LPZA.png","Miltank"
"mime-jr","Mime Jr.","Mime Jr.","Psíquico","Hada","20","25","45","70","90","60","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Mime_Jr."
"mimikyu","Mimikyu","Mimikyu","Fantasma","Hada","55","90","80","50","105","96","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Mimikyu"
"minccino","Minccino","Minccino","Normal",,"55","50","40","40","40","75","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Minccino"
"minun","Minun","Minun","Eléctrico",,"60","40","50","75","85","95","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Minun"
"miraidon","Miraidon","Miraidon","Eléctrico","Dragón","100","85","100","135","115","135","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Miraidon"
"misdreavus","Misdreavus","Misdreavus","Fantasma",,"60","60","60","85","85","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084919/Tipo_fuego_LPZA.png/80px-Tipo_fuego_LPZA.png","Misdreavus"
"mismagius","Mismagius","Mismagius","Fantasma",,"60","60","60","105","105","105","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Mismagius"
"modo-daruma","Modo daruma","Darmanitan","Fuego",,"105","30","105","140","105","55","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Darmanitan"
"modo-daruma-1","Modo daruma","Darmanitan","Hielo",,"105","160","55","30","55","135","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Darmanitan_de_Galar"
"modo-normal","Modo normal","Darmanitan","Fuego",,"105","140","55","30","55","95","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Darmanitan"
"modo-normal-1","Modo normal","Darmanitan","Hielo",,"105","140","55","30","55","95","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Darmanitan_de_Galar"
"moltres","Moltres","Moltres","Fuego","Volador","90","100","90","125","85","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Moltres"
"moltres-de-galar","Moltres de Galar","Moltres","Siniestro","Volador","90","85","90","100","125","90","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Moltres_de_Galar"
"monferno","Monferno","Monferno","Fuego","Lucha","64","78","52","78","52","81","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Monferno"
"morelull","Morelull","Morelull","Planta","Hada","40","35","55","65","75","15","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Morelull"
"morgrem","Morgrem","Morgrem","Siniestro","Hada","65","60","45","75","55","70","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Morgrem"
"morpeko","Morpeko","Morpeko","Eléctrico","Siniestro","58","95","58","70","58","97","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Morpeko"
"mothim","Mothim","Mothim","Bicho","Volador","70","94","50","94","50","66","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Mothim"
"mr-mime","Mr. Mime","Mr. Mime","Psíquico","Hada","40","45","65","100","120","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c6/latest/20251020084932/Tipo_el%C3%A9ctrico_LPZA.png/80px-Tipo_el%C3%A9ctrico_LPZA.png","Mr._Mime"
"mr-mime-de-galar","Mr. Mime de Galar","Mr. Mime","Hielo","Psíquico","50","65","65","90","90","100","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Mr._Mime_de_Galar"
"mr-rime","Mr. Rime","Mr. Rime","Hielo","Psíquico","80","85","75","110","100","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Mr._Rime"
"mudbray","Mudbray","Mudbray","Tierra",,"70","100","70","45","55","45","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Mudbray"
"mudkip","Mudkip","Mudkip","Agua",,"50","70","50","50","50","40","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Mudkip"
"mudsdale","Mudsdale","Mudsdale","Tierra",,"100","125","100","55","85","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Mudsdale"
"muk","Muk","Muk","Veneno",,"105","105","75","65","100","50","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Muk"
"muk-de-alola","Muk de Alola","Muk","Veneno","Siniestro","105","105","75","65","100","50","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Muk_de_Alola"
"munchlax","Munchlax","Munchlax","Normal",,"135","85","40","40","85","5","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Munchlax"
"munkidori","Munkidori","Munkidori","Veneno","Psíquico","88","75","66","130","90","106","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c9/latest/20221208180742/Tipo_tierra_EP.png/90px-Tipo_tierra_EP.png","Munkidori"
"munna","Munna","Munna","Psíquico",,"76","25","45","67","55","24","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Munna"
"murkrow","Murkrow","Murkrow","Siniestro","Volador","60","85","42","85","42","91","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/89/latest/20251020084910/Tipo_fantasma_LPZA.png/80px-Tipo_fantasma_LPZA.png","Murkrow"
"musharna","Musharna","Musharna","Psíquico",,"116","55","85","107","95","29","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Musharna"
"nacli","Nacli","Nacli","Roca",,"55","55","75","35","35","25","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Nacli"
"naclstack","Naclstack","Naclstack","Roca",,"60","60","100","35","65","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Naclstack"
"naganadel","Naganadel","Naganadel","Veneno","Dragón","73","73","73","127","73","121","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Naganadel"
"natu","Natu","Natu","Psíquico","Volador","40","50","45","70","45","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Natu"
"necrozma","Necrozma","Necrozma","Psíquico",,"97","107","101","127","89","79","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3b/latest/20171124234538/Solgaleostal_Z_%28Dream_World%29.png/32px-Solgaleostal_Z_%28Dream_World%29.png","Necrozma"
"necrozma-alas-del-alba","Necrozma alas del alba","Necrozma","Psíquico",,"97","113","109","157","127","77","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/77/latest/20161114210617/Necrozma.png/200px-Necrozma.png","Necrozma"
"necrozma-melena-crepuscular","Necrozma melena crepuscular","Necrozma","Psíquico",,"97","157","127","113","109","77","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3b/latest/20171124234538/Solgaleostal_Z_%28Dream_World%29.png/32px-Solgaleostal_Z_%28Dream_World%29.png","Necrozma"
"nickit","Nickit","Nickit","Siniestro",,"40","28","28","47","52","50","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Nickit"
"nidoking","Nidoking","Nidoking","Veneno","Tierra","81","102","77","85","75","85","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Nidoking"
"nidoqueen","Nidoqueen","Nidoqueen","Veneno","Tierra","90","92","87","75","85","76","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Nidoqueen"
"nidoran","Nidoran♀","Nidoran♀","Veneno",,"55","47","52","40","40","41","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Nidoran♀"
"nidoran-1","Nidoran♂","Nidoran♂","Veneno",,"46","57","40","40","40","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Nidoran♂"
"nidorina","Nidorina","Nidorina","Veneno",,"70","62","67","55","55","56","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Nidorina"
"nidorino","Nidorino","Nidorino","Veneno",,"61","72","57","55","55","65","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Nidorino"
"nihilego","Nihilego","Nihilego","Roca","Veneno","109","53","47","127","131","103","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Nihilego"
"nincada","Nincada","Nincada","Bicho","Tierra","31","45","90","30","30","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Nincada"
"ninetales","Ninetales","Ninetales","Fuego",,"73","76","75","81","100","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Ninetales"
"ninetales-de-alola","Ninetales de Alola","Ninetales","Hielo","Hada","73","67","75","81","100","109","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Ninetales_de_Alola"
